1007_s_at,840.2,P,0.003067
1053_at,669.1,P,0.003067
117_at,45,A,0.5
121_at,976,P,0.006532
1255_g_at,27.7,A,0.892699
1294_at,2259.8,P,0.000322
1316_at,193,A,0.218983
1320_at,19.5,A,0.94553
1405_i_at,518.7,P,0.000491
1431_at,9.9,A,0.438361
1438_at,143.9,A,0.581931
1487_at,711.4,A,0.066865
1494_f_at,423.9,A,0.066865
1598_g_at,909.2,A,0.150527
160020_at,305.7,M,0.060419
1729_at,368,P,0.048995
1773_at,251.1,A,0.32083
177_at,241.5,M,0.060419
179_at,771,P,0.008689
1861_at,130.5,A,0.378184
200000_s_at,2007.7,P,0.000244
200001_at,4776.3,P,0.000244
200002_at,24832.7,P,0.000244
200003_s_at,33133.9,P,0.000244
200004_at,8658.4,P,0.000244
200005_at,7258.8,P,0.000244
200006_at,7785.1,P,0.000732
200007_at,6158.3,P,0.000244
200008_s_at,7078.4,P,0.000244
200009_at,13415.5,P,0.000244
200010_at,19116.7,P,0.000244
200011_s_at,1707.9,P,0.000244
200012_x_at,20823.6,P,0.000244
200013_at,20319.7,P,0.000244
200014_s_at,2601.2,P,0.000244
200015_s_at,1915.6,P,0.000732
200016_x_at,32191.9,P,0.000244
200017_at,16114.1,P,0.001221
200018_at,30991,P,0.000244
200019_s_at,20665.9,P,0.000244
200020_at,3003.1,P,0.000244
200021_at,26991,P,0.001953
200022_at,26064.1,P,0.000244
200023_s_at,9573.3,P,0.000244
200024_at,23052.1,P,0.000732
200025_s_at,31103.7,P,0.000244
200026_at,25687.4,P,0.000732
200027_at,3032.7,P,0.000244
200028_s_at,5819.3,P,0.000244
200029_at,30506.7,P,0.000244
200030_s_at,12695.5,P,0.000244
200031_s_at,44271.9,P,0.000244
200032_s_at,36521.9,P,0.000244
200033_at,14361,P,0.000244
200034_s_at,15924.4,P,0.000244
200035_at,1845.7,P,0.000732
200036_s_at,20549.8,P,0.000244
200037_s_at,3690.5,P,0.000244
200038_s_at,34628.6,P,0.000244
200039_s_at,2821.2,P,0.000244
200040_at,4058.4,P,0.000244
200041_s_at,7296.8,P,0.000244
200042_at,1533.8,P,0.001953
200043_at,6696.4,P,0.001953
200044_at,4170.2,P,0.000244
200045_at,2246,P,0.000244
200046_at,2860.1,P,0.000244
200047_s_at,2663.1,P,0.000732
200048_s_at,3908.6,P,0.000732
200049_at,872.4,P,0.001221
200050_at,1731.9,P,0.000244
200051_at,773.8,P,0.005859
200052_s_at,2257.6,P,0.000244
200053_at,1574,P,0.000244
200054_at,317.1,P,0.000244
200055_at,4202.9,P,0.000244
200056_s_at,341,P,0.005859
200057_s_at,12376,P,0.000244
200058_s_at,3416.5,P,0.000244
200059_s_at,12544.3,P,0.000244
200060_s_at,2613.5,P,0.000244
200061_s_at,42445,P,0.000244
200062_s_at,42424.8,P,0.000244
200063_s_at,20113,P,0.000244
200064_at,13602.4,P,0.000244
200065_s_at,4647.4,P,0.000244
200066_at,1447.4,P,0.000732
200067_x_at,1728.5,P,0.000244
200068_s_at,6423.3,P,0.000244
200069_at,705.5,P,0.005859
200070_at,612.1,P,0.000732
200071_at,645.2,P,0.010742
200072_s_at,5902.1,P,0.000244
200073_s_at,5200.3,P,0.000244
200074_s_at,15128.3,P,0.000244
200075_s_at,1155.8,P,0.001953
200076_s_at,1245.5,P,0.000732
200077_s_at,11458.9,P,0.000244
200078_s_at,2545.3,P,0.001953
200079_s_at,4299.8,P,0.001221
200080_s_at,13569.2,P,0.000244
200081_s_at,23225.1,P,0.000244
200082_s_at,31930.2,P,0.000244
200083_at,2127.8,P,0.001221
200084_at,3257.4,P,0.000244
200085_s_at,3208.4,P,0.000244
200086_s_at,4090.9,P,0.000244
200087_s_at,2815.4,P,0.000244
200088_x_at,31815.3,P,0.000244
200089_s_at,19139,P,0.000244
200090_at,2568.2,P,0.000732
200091_s_at,10613.4,P,0.000244
200092_s_at,19987.3,P,0.000244
200093_s_at,2642.1,P,0.000244
200094_s_at,6101.1,P,0.000244
200095_x_at,63845.4,P,0.000244
200096_s_at,2425.6,P,0.001221
200097_s_at,4229.9,P,0.000244
200098_s_at,2904.6,P,0.000732
200099_s_at,35093.9,P,0.000244
200593_s_at,2673.6,P,0.000244
200594_x_at,8249,P,0.000244
200595_s_at,1430.6,P,0.000244
